+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                               ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|gain5|U0|\gg:gp:U0|mult_core|padder|adder[0]|auto_generated             ; 23    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|gain5|U0                                                                ; 13    ; 1              ; 0            ; 1              ; 15     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|gain5                                                                   ; 13    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_14_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|roundresetgnd                                                           ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|roundenavcc                                                             ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|rounduser_aclrgnd                                                       ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|round                                                                   ; 28    ; 0              ; 19           ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|pixel_diff_0                                                            ; 10    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_12_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_13_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_10_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_11_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator9|LogicalBusOperatori                               ; 10    ; 2              ; 2            ; 2              ; 10     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator9                                                   ; 10    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|pipelined_adderuser_aclrgnd                                             ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|pipelined_adder|PipelinedAdderi|\gp:gsn:U0|auto_generated               ; 25    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|pipelined_adder|PipelinedAdderi                                         ; 26    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|pipelined_adder                                                         ; 26    ; 1              ; 2            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|bus_concatenation                                                       ; 12    ; 0              ; 2            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay23sclrgnd                                                          ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay23|Delay1i|u0                                                      ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay23|Delay1i                                                         ; 13    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay23                                                                 ; 12    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay21sclrgnd                                                          ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay21|Delay1i|u0                                                      ; 13    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay21|Delay1i                                                         ; 18    ; 1              ; 0            ; 1              ; 13     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay21                                                                 ; 17    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay22sclrgnd                                                          ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay22|Delay1i|u0                                                      ; 10    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay22|Delay1i                                                         ; 15    ; 1              ; 0            ; 1              ; 10     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay22                                                                 ; 14    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay20sclrgnd                                                          ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay20|Delay1i|u0                                                      ; 10    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay20|Delay1i                                                         ; 15    ; 1              ; 0            ; 1              ; 10     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|delay20                                                                 ; 14    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|gainuser_aclrgnd                                                        ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|gain|U0|\gg:BEXT0|u0                                                    ; 13    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|gain|U0|\gg:BEXT0                                                       ; 17    ; 0              ; 4            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|gain|U0|\gg:gp:U0|mult_core|padder|sub_par_add|adder[0]|auto_generated  ; 25    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|gain|U0|\gg:gp:U0|mult_core|padder|adder[0]|auto_generated              ; 19    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|gain|U0                                                                 ; 13    ; 1              ; 0            ; 1              ; 13     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|gain                                                                    ; 13    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_03_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_04_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|pixel_out_0                                                             ; 24    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator1|LogicalBusOperatori                               ; 10    ; 2              ; 2            ; 2              ; 10     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator1                                                   ; 10    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_41_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator2|LogicalBusOperatori                               ; 10    ; 2              ; 2            ; 2              ; 10     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator2                                                   ; 10    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_42_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator3|LogicalBusOperatori                               ; 12    ; 4              ; 4            ; 4              ; 12     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator3                                                   ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator4|LogicalBusOperatori                               ; 12    ; 4              ; 4            ; 4              ; 12     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator4                                                   ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_40_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator5|LogicalBusOperatori                               ; 10    ; 2              ; 2            ; 2              ; 10     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator5                                                   ; 10    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_01_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator6|LogicalBusOperatori                               ; 10    ; 2              ; 2            ; 2              ; 10     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator6                                                   ; 10    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_02_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator7|LogicalBusOperatori                               ; 12    ; 4              ; 4            ; 4              ; 12     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator7                                                   ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_43_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator8|LogicalBusOperatori                               ; 12    ; 4              ; 4            ; 4              ; 12     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator8                                                   ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|bus_concatenation1                                                      ; 12    ; 0              ; 2            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_44_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|data_00_0                                                               ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; The_System|fusion|\gaussian_ip_GN_0:inst_gaussian_ip_GN_0|gaussian_ip_fusion_0|gaussian_ip_fusion_decomposition_1_0|gaussian_ip_fusion_decomposition_1_multiplier_accumulator_0|logical_bus_operator11|LogicalBusOperatori                              ; 10    ; 2              ; 2            ; 2              ; 10     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
